20220103,0
20220104,1
20220105,1
20220106,1
20220107,1
20220110,0
20220111,0
20220112,1
20220113,1
20220114,0
20220117,0
20220118,1
20220119,0
20220120,0
20220121,1
20220124,1
20220125,1
20220126,1
20220127,0
20220128,0
20220131,0
20220201,1
20220202,0
20220203,1
20220204,1
20220207,1
20220208,1
20220209,0
20220210,1
20220211,1
20220214,0
20220215,1
20220216,0
20220217,0
20220218,1
20220221,1
20220222,0
20220223,1
20220224,0
20220225,0
20220302,0
20220303,0
20220304,1
20220307,0
20220308,1
20220309,0
20220310,1
20220311,1
20220314,1
20220315,0
20220316,0
20220317,1
20220318,0
20220321,1
20220322,1
20220323,0
20220324,1
20220325,1
20220328,1
20220329,1
20220330,0
20220331,1
20220401,1
20220404,1
20220405,0
20220406,0
20220407,1
20220408,1
20220411,1
20220412,1
20220413,1
20220414,1
20220418,1
20220419,1
20220420,1
20220422,1
20220425,0
20220426,1
20220427,1
20220428,1
20220429,1
20220502,1
20220503,0
20220504,1
20220505,0
20220506,1
20220509,1
20220510,1
20220511,1
20220512,1
20220513,0
20220516,1
20220517,0
20220518,0
20220519,0
20220520,1
20220523,1
20220524,0
20220525,1
20220526,1
20220527,0
20220530,1
20220531,0
20220601,0
20220602,1
20220603,1
20220606,1
20220607,0
20220608,0
20220609,1
20220610,0
20220613,0
20220614,0
20220615,1
20220617,0
20220620,1
20220621,1
20220622,1
20220623,1
20220624,1
20220627,0
20220628,0
20220629,0
20220630,1
20220701,1
20220704,1
20220705,1
20220706,1
20220707,1
20220708,0
20220711,0
20220712,1
20220713,1
20220714,1
20220715,0
20220718,1
20220719,1
20220720,1
20220721,0
20220722,1
20220725,1
20220726,1
20220727,1
20220728,1
20220729,0
20220801,1
20220802,1
20220803,0
20220804,0
20220805,0
20220808,0
20220809,1
20220810,0
20220811,0
20220812,0
20220815,1
20220816,1
20220817,0
20220818,1
20220819,1
20220822,1
20220823,1
20220824,0
20220825,1
20220826,0
20220829,1
20220830,1
20220831,0
20220901,1
20220902,1
20220905,1
20220906,0
20220908,1
20220909,0
20220912,0
20220913,1
20220914,1
20220915,1
20220916,0
20220919,0
20220920,0
20220921,1
20220922,0
20220923,1
20220926,1
20220927,1
20220928,1
20220929,1
20220930,0
20221003,1
20221004,1
20221005,1
20221006,1
20221007,1
20221010,1
20221011,1
20221013,0
20221014,1
20221017,1
20221018,0
20221019,0
20221020,1
20221021,1
20221024,1
20221025,1
20221026,1
20221027,1
20221028,0
20221031,0
20221101,1
20221103,1
20221104,1
20221107,0
20221108,0
20221109,0
20221110,1
20221111,1
20221114,1
20221116,1
20221117,0
20221118,1
20221121,1
20221122,1
20221123,1
20221124,0
20221125,1
20221128,1
20221129,1
20221130,1
20221201,1
20221202,1
20221205,1
20221206,1
20221207,1
20221208,1
20221209,1
20221212,1
20221213,1
20221214,1
20221215,1
20221216,1
20221219,1
20221220,1
20221221,1
20221222,1
20221223,1
20221226,1
20221227,1
20221228,0
20221229,1
20230102,1
20230103,1
20230104,1
20230105,0
20230106,1
20230109,1
20230110,1
20230111,1
20230112,1
20230113,1
20230116,1
20230117,1
20230118,0
20230119,1
20230120,1
20230123,1
20230124,1
20230125,0
20230126,1
20230127,1
20230130,1
20230131,0
20230201,1
20230202,1
20230203,1
20230206,1
20230207,1
20230208,1
20230209,0
20230210,0
20230213,1
20230214,0
20230215,0
20230216,1
20230217,1
20230222,1
20230223,1
20230224,1
20230227,1
20230228,1
20230301,1
20230302,1
20230303,1
20230306,0
20230307,0
20230308,1
20230309,0
20230310,1
20230313,1
20230314,1
20230315,0
20230316,0
20230317,1
20230320,1
20230321,1
20230322,1
20230323,1
20230324,1
20230327,1
20230328,1
20230329,1
20230330,0
20230331,0
20230403,1
20230404,0
20230405,0
20230406,1
20230410,1
20230411,1
20230412,1
20230413,0
20230414,1
20230417,1
20230418,1
20230419,1
20230420,1
20230424,1
20230425,1
20230426,1
20230427,1
20230428,1
20230502,1
20230503,1
20230504,0
20230505,1
20230508,1
20230509,1
20230510,1
20230511,1
20230512,1
20230515,0
20230516,0
20230517,1
20230518,0
20230519,0
20230522,1
20230523,1
20230524,0
20230525,0
20230526,1
20230529,0
20230530,0
20230531,1
20230601,1
20230605,0
20230606,1
20230607,1
20230609,1
20230612,1
20230613,1
20230614,0
20230615,0
20230616,1
20230619,1
20230620,1
20230621,1
20230622,1
20230623,1
20230626,1
20230627,1
20230628,0
20230629,1
20230630,1
20230703,1
20230704,1
20230705,0
20230706,1
20230707,1
20230710,1
20230711,0
20230712,0
20230713,0
20230714,1
20230717,1
20230718,1
20230719,1
20230720,0
20230721,0
20230724,1
20230725,1
20230726,1
20230727,0
20230728,0
20230731,1
20230801,1
20230802,1
20230803,1
20230804,0
20230807,0
20230808,0
20230809,0
20230810,0
20230811,0
20230814,0
20230815,1
20230816,0
20230817,0
20230818,1
20230821,1
20230822,1
20230823,1
20230824,1
20230825,1
20230828,1
20230829,1
20230830,1
20230831,0
20230901,0
20230904,1
20230905,1
20230906,1
20230908,1
20230911,1
20230912,1
20230913,0
20230914,0
20230915,1
20230918,0
20230919,1
20230920,0
20230921,0
20230922,0
20230925,1
20230926,1
20230927,1
20230928,1
20230929,1
20231002,1
20231003,1
20231004,1
20231005,1
20231006,1
20231009,1
20231010,1
20231011,1
20231013,0
20231016,1
20231017,0
20231018,1
20231019,1
20231020,1
20231023,1
20231024,0
20231025,0
20231026,1
20231027,0
20231030,1
20231031,1
20231101,1
20231103,1
20231106,1
20231107,1
20231108,1
20231109,0
